date,country,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
2024-06-16,India,5.27,41.29,279.32,5873.22,20.11,87.63,97.76,181.12
2024-06-17,India,5.27,87.96,206.09,7001.86,16.65,73.97,51.2,65.74
2024-06-18,India,5.27,71.47,354.74,1007.91,16.08,60.9,83.16,146.66
2024-06-19,India,5.27,67.03,261.56,3425.42,22.68,71.17,78.16,59.15
2024-06-20,India,5.27,38.54,404.17,6741.13,25.06,67.91,60.6,128.0
2024-06-21,India,5.27,76.55,280.11,2316.14,21.8,84.39,58.12,33.84
2024-06-22,India,5.27,77.75,165.53,1839.65,24.23,72.72,76.07,124.24
2024-06-23,India,5.27,62.58,381.88,2487.18,22.33,82.98,76.07,164.5
2024-06-24,India,5.27,79.68,243.2,7299.48,27.68,64.06,43.05,91.76
2024-06-25,India,5.27,59.11,150.01,3786.83,14.61,62.56,92.82,194.01
2024-06-26,India,5.27,38.47,442.93,2711.83,28.07,77.92,66.73,159.23
2024-06-27,India,5.27,87.4,155.98,5475.87,22.48,75.6,68.43,70.1
2024-06-28,India,5.27,48.21,240.62,2365.76,17.99,82.86,67.66,182.15
2024-06-29,India,5.27,54.63,460.65,4029.36,23.97,78.55,64.5,199.25
2024-06-30,India,5.27,63.79,407.68,6142.45,23.34,67.06,65.1,140.51
2024-07-01,India,0.05,49.09,316.17,11088.06,25.48,60.93,66.65,76.95
2024-07-02,India,-1.0,84.54,271.79,1745.29,20.9,70.94,61.7,119.76
2024-07-03,India,1.06,50.46,426.98,11793.63,19.76,82.06,55.35,146.71
2024-07-04,India,-0.93,83.07,392.56,3290.8,21.7,77.56,58.78,59.02
2024-07-05,India,0.05,73.05,747.37,9198.23,27.13,87.07,65.4,117.06
2024-07-06,India,-0.43,78.16,634.53,11467.35,19.87,85.51,72.85,49.44
2024-07-07,India,-0.17,57.35,285.26,11738.48,18.63,69.56,76.9,71.07
2024-07-08,India,-1.37,64.58,338.1,10093.27,21.01,88.79,59.33,135.28
2024-07-09,India,-2.07,65.2,170.73,10808.14,23.52,70.62,82.58,140.19
2024-07-10,India,-1.77,74.76,115.11,3306.3,23.78,80.38,59.12,181.38
2024-07-11,India,-0.84,88.25,417.78,9857.04,26.67,67.87,52.23,169.17
2024-07-12,India,-1.87,41.47,188.37,6291.37,21.51,87.98,97.83,32.83
2024-07-13,India,-0.73,40.52,645.92,11946.43,17.3,72.17,54.91,186.37
2024-07-14,India,0.06,38.17,238.38,2307.15,24.01,73.19,73.26,93.78
2024-07-15,India,-2.07,72.35,655.75,9326.53,21.08,81.64,91.49,175.14
2024-07-16,India,0.97,70.49,505.27,8101.6,18.15,82.26,98.9,184.54
2024-07-17,India,-0.2,68.57,146.29,9259.7,27.27,70.94,93.8,48.59
2024-07-18,India,-0.96,43.7,560.46,9105.52,18.04,71.4,87.84,148.29
2024-07-19,India,0.56,85.97,133.39,8968.19,28.19,65.04,62.53,44.26
2024-07-20,India,-1.86,30.44,508.32,2988.44,21.63,77.37,61.98,146.34
2024-07-21,India,-0.2,86.11,377.2,10407.7,29.22,77.89,71.34,157.15
2024-07-22,India,-1.69,32.34,457.91,10355.64,22.95,61.66,77.8,57.23
2024-07-23,India,-0.62,76.92,549.19,2657.38,20.12,67.12,70.86,161.04
2024-07-24,India,-1.66,74.62,331.33,7139.46,24.76,84.28,91.68,166.69
2024-07-25,India,0.63,70.81,681.32,10715.11,17.7,68.19,60.21,71.62
2024-07-26,India,-0.69,64.63,364.55,4772.99,27.67,66.57,64.66,86.63
2024-07-27,India,-1.71,36.88,709.38,2699.93,18.82,79.2,60.64,74.08
2024-07-28,India,-0.27,47.09,385.56,6366.23,20.26,88.64,64.55,162.13
2024-07-29,India,0.55,89.4,98.95,8968.16,20.18,60.19,57.71,182.36
2024-07-30,India,1.22,47.64,574.67,9746.46,25.92,72.36,81.34,75.99
2024-07-31,India,-1.82,35.96,362.34,10809.12,16.21,76.04,53.23,151.44
2024-08-01,India,-7.34,85.85,142.58,13310.57,16.93,61.2,71.45,181.89
2024-08-02,India,-3.9,32.43,650.27,2860.91,18.54,69.04,86.89,146.23
2024-08-03,India,-3.9,89.98,104.78,2256.34,23.34,86.34,77.12,83.54
2024-08-04,India,-4.47,69.22,805.32,9608.42,17.87,78.13,69.56,34.45
2024-08-05,India,-7.48,69.06,887.36,5647.17,24.73,84.27,69.83,73.49
2024-08-06,India,-5.05,84.67,413.76,14347.89,27.44,83.65,68.58,116.86
2024-08-07,India,-5.89,61.81,857.28,12551.98,26.89,87.41,55.07,103.38
2024-08-08,India,-3.31,87.14,801.14,14119.44,28.0,69.39,96.6,185.69
2024-08-09,India,-1.98,85.19,526.67,4619.95,26.79,64.37,44.53,139.26
2024-08-10,India,-7.36,44.26,787.15,7409.89,16.32,65.07,70.63,147.8
2024-08-11,India,-7.58,89.35,242.16,11584.2,21.66,69.67,59.21,171.42
2024-08-12,India,-4.0,68.12,507.97,12589.67,19.38,84.77,75.03,77.24
2024-08-13,India,-6.59,85.09,621.76,6750.23,22.96,86.54,47.89,165.91
2024-08-14,India,-6.44,41.69,402.26,13466.34,22.56,83.03,53.38,133.72
2024-08-15,India,-4.66,67.47,926.51,5312.55,24.37,80.76,44.5,51.86
2024-08-16,India,-5.91,39.76,607.62,2981.47,19.5,60.9,94.21,182.62
2024-08-17,India,-4.62,44.87,356.9,14876.86,21.26,72.1,40.62,51.9
2024-08-18,India,-5.54,33.99,525.68,4340.02,15.9,64.66,58.3,117.67
2024-08-19,India,-6.65,60.84,500.71,4281.8,26.3,68.39,84.09,189.51
2024-08-20,India,-6.67,79.66,727.13,8069.26,16.93,86.36,89.03,116.87
2024-08-21,India,-2.96,69.85,279.25,4773.16,21.53,81.16,70.54,109.64
2024-08-22,India,-5.64,45.27,128.33,6532.64,23.95,88.69,48.48,92.8
2024-08-23,India,-3.37,32.53,303.17,6585.15,16.97,69.51,82.08,118.91
2024-08-24,India,-3.61,82.71,495.23,11108.07,20.78,65.59,59.04,83.89
2024-08-25,India,-6.77,54.97,466.09,9437.98,29.89,61.31,95.71,78.96
2024-08-26,India,-7.17,87.29,585.27,14355.58,23.8,89.72,66.6,159.0
2024-08-27,India,-5.11,44.14,390.43,2322.2,24.41,62.93,99.48,161.71
2024-08-28,India,-3.98,68.18,528.05,12216.58,22.55,80.42,99.8,37.21
2024-08-29,India,-7.43,80.64,490.67,4961.22,18.62,85.32,98.97,34.49
2024-08-30,India,-2.69,63.44,355.47,12349.45,14.3,61.69,95.14,55.15
2024-08-31,India,-5.28,30.37,143.74,10232.17,19.47,88.3,91.59,100.52
2024-09-01,India,-9.11,48.56,728.94,4779.57,28.17,88.5,57.01,110.13
2024-09-02,India,-7.48,56.92,118.29,4325.18,20.48,60.36,75.64,146.81
2024-09-03,India,-4.73,80.69,286.33,9899.19,24.3,68.04,99.37,172.39
2024-09-04,India,-7.39,49.05,220.97,15302.5,21.91,72.45,45.49,153.43
2024-09-05,India,-5.09,53.64,586.38,15607.34,20.31,71.28,49.6,145.79
2024-09-06,India,-8.13,39.27,681.33,6504.67,22.91,73.79,79.32,41.72
2024-09-07,India,-8.38,33.17,988.18,12636.09,26.66,81.13,99.14,135.81
2024-09-08,India,-8.16,76.93,990.57,2351.61,21.11,69.81,81.96,161.37
2024-09-09,India,-6.33,47.48,146.95,12859.89,22.75,89.3,56.49,188.05
2024-09-10,India,-3.6,55.72,186.45,13951.61,17.73,88.88,50.09,172.01
2024-09-11,India,-5.62,53.23,549.34,14509.61,28.07,69.06,52.81,142.29
2024-09-12,India,-5.71,79.2,209.44,15755.52,28.01,82.3,92.7,59.06
2024-09-13,India,-8.42,76.19,890.86,5154.09,20.17,72.1,84.2,59.92
2024-09-14,India,-4.69,86.62,499.89,10572.59,24.51,67.39,67.04,49.75
2024-09-15,India,-6.24,54.29,941.51,13702.9,20.7,65.51,90.82,84.59
2024-09-16,India,-5.47,76.65,232.78,4294.27,28.64,83.56,43.43,63.48
2024-09-17,India,-4.18,38.82,601.62,7355.87,21.87,73.0,87.56,95.54
2024-09-18,India,-3.1,83.75,810.57,6088.07,18.56,75.75,52.12,80.09
2024-09-19,India,-8.31,87.86,889.84,10510.29,23.83,78.8,47.78,180.98
2024-09-20,India,-4.27,39.11,466.16,12880.42,23.55,80.63,92.11,37.14
2024-09-21,India,-4.9,59.37,992.99,10443.72,18.5,74.22,75.15,44.07
2024-09-22,India,-7.13,56.19,997.98,14908.83,23.32,60.2,50.84,193.69
2024-09-23,India,-8.96,35.91,909.62,13325.67,25.16,77.8,74.9,191.02
2024-09-24,India,-5.82,48.8,350.35,13384.71,17.25,68.23,60.23,92.18
2024-09-25,India,-5.42,53.54,200.98,14945.03,20.3,65.43,60.31,107.46
2024-09-26,India,-9.32,52.36,238.46,14860.81,24.67,63.11,65.48,110.83
2024-09-27,India,-3.87,51.34,909.27,6681.12,19.63,83.57,45.23,151.6
2024-09-28,India,-7.83,56.04,191.01,13190.15,19.74,67.31,79.82,100.1
2024-09-29,India,-9.46,75.59,534.6,13824.45,24.35,64.63,68.77,168.77
2024-09-30,India,-6.77,50.5,129.15,9850.05,14.99,80.31,53.87,85.52
2024-10-01,India,-6.26,64.64,678.95,9420.91,23.34,65.81,61.32,186.12
2024-10-02,India,-4.88,62.7,218.56,9089.54,24.22,77.48,74.44,186.88
2024-10-03,India,-6.8,87.71,906.58,14418.52,27.06,74.56,42.93,71.03
2024-10-04,India,-5.37,86.72,750.98,11684.5,23.38,73.95,42.87,83.49
2024-10-05,India,-7.32,63.52,605.38,14059.83,25.03,74.62,48.02,183.41
2024-10-06,India,-3.8,32.56,581.95,7134.2,25.06,67.68,93.44,80.18
2024-10-07,India,-3.88,88.52,478.75,13140.55,21.99,68.0,60.2,77.96
2024-10-08,India,-7.01,59.04,774.74,10368.76,18.73,65.94,93.01,82.85
2024-10-09,India,-3.17,48.63,186.95,8286.98,20.46,80.97,56.6,158.36
2024-10-10,India,-5.85,30.31,139.0,7001.45,22.38,83.55,76.76,73.87
2024-10-11,India,-3.78,71.4,787.88,3087.77,26.88,88.46,50.09,195.01
2024-10-12,India,-2.29,75.42,582.45,8564.84,21.37,66.76,60.18,171.34
2024-10-13,India,-6.59,63.17,642.61,11270.49,22.08,84.76,80.98,177.55
2024-10-14,India,-6.43,79.68,620.26,2725.36,23.59,75.19,90.9,194.67
2024-10-15,India,-3.07,37.61,651.45,6025.32,20.2,70.05,96.67,137.78
2024-10-16,India,-2.44,74.44,154.35,10144.83,22.71,74.16,98.34,135.73
2024-10-17,India,-4.7,89.99,584.77,10476.82,23.92,85.62,83.68,44.73
2024-10-18,India,-3.88,48.33,554.14,12429.2,21.71,83.39,52.42,112.76
2024-10-19,India,-5.56,39.72,915.32,6887.12,17.55,73.92,72.06,146.99
2024-10-20,India,-7.2,66.16,563.21,10163.44,21.56,81.82,72.81,70.98
2024-10-21,India,-5.1,31.26,625.51,13116.78,16.13,63.85,86.84,166.24
2024-10-22,India,-3.44,51.0,218.63,7958.04,18.63,67.92,63.01,139.98
2024-10-23,India,-4.94,54.37,362.47,4849.53,17.37,70.29,40.85,166.37
2024-10-24,India,-3.99,80.64,251.56,12798.25,22.86,75.66,50.54,165.78
2024-10-25,India,-5.48,84.69,917.51,2880.51,23.44,83.5,60.68,142.19
2024-10-26,India,-3.12,31.93,408.94,3839.64,24.76,63.75,90.32,169.98
2024-10-27,India,-2.88,38.48,552.34,6811.8,19.62,60.17,88.76,153.46
2024-10-28,India,-5.11,68.14,192.8,9764.29,18.55,88.83,73.35,172.8
2024-10-29,India,-4.29,38.25,623.21,12754.0,21.73,76.58,67.64,116.0
2024-10-30,India,-4.21,75.6,460.58,4320.92,25.24,60.43,64.94,129.38
2024-10-31,India,-2.2,83.39,825.04,8098.51,17.75,83.06,68.3,155.83
2024-11-01,India,0.06,68.34,546.43,2875.88,16.58,85.83,69.68,194.33
2024-11-02,India,0.25,77.17,189.32,7942.89,29.58,81.84,71.61,73.32
2024-11-03,India,-2.08,54.48,574.0,11318.79,25.97,87.08,96.09,73.76
2024-11-04,India,1.15,69.15,281.49,7567.1,20.94,61.75,50.55,128.94
2024-11-05,India,-1.1,89.1,177.46,6684.01,21.44,76.24,66.65,33.79
2024-11-06,India,-1.24,60.54,404.77,3485.03,25.69,75.51,57.44,70.42
2024-11-07,India,0.89,53.81,607.72,10061.3,24.6,76.5,90.43,193.56
2024-11-08,India,0.61,44.97,306.12,3937.81,19.68,61.54,70.36,40.84
2024-11-09,India,-0.28,64.84,341.48,6173.77,20.61,65.85,95.12,96.04
2024-11-10,India,-1.06,74.8,138.74,4746.1,20.32,74.92,40.74,102.88
2024-11-11,India,-0.84,33.24,146.69,10537.16,23.16,68.17,50.35,162.71
2024-11-12,India,-0.27,69.05,248.49,2403.35,22.82,82.58,84.27,70.67
2024-11-13,India,-0.15,54.26,522.78,1651.97,18.34,64.36,96.9,161.94
2024-11-14,India,0.16,88.68,373.81,4361.5,27.42,86.89,55.82,159.31
2024-11-15,India,0.83,51.23,281.95,4539.47,17.22,73.1,58.22,167.61
2024-11-16,India,-2.07,53.54,402.96,5180.42,16.83,80.74,89.58,181.4
2024-11-17,India,1.18,85.41,627.87,5234.46,22.56,64.96,54.02,99.14
2024-11-18,India,0.57,66.56,153.14,11270.59,26.04,75.79,78.6,124.66
2024-11-19,India,1.2,59.49,314.83,3135.04,29.67,77.1,68.73,152.89
2024-11-20,India,-1.02,30.08,383.18,10374.11,18.16,68.56,62.71,192.0
2024-11-21,India,0.95,83.31,454.22,9028.89,18.37,72.93,82.32,42.8
2024-11-22,India,-0.74,36.32,96.56,11559.73,17.3,78.03,65.66,157.61
2024-11-23,India,-0.09,32.07,275.72,6391.55,21.2,74.14,59.58,132.13
2024-11-24,India,-0.26,53.16,568.52,8849.89,15.97,63.6,72.79,163.94
2024-11-25,India,-0.34,50.18,732.94,3564.0,26.32,83.08,97.48,122.81
2024-11-26,India,1.04,75.58,375.87,6936.61,24.78,67.9,89.66,108.54
2024-11-27,India,-0.29,66.25,352.2,6847.03,16.09,70.34,59.8,181.5
2024-11-28,India,-1.63,82.78,424.15,9383.77,19.91,64.66,67.97,126.9
2024-11-29,India,0.83,89.18,734.8,9795.85,21.64,88.94,47.09,122.67
2024-11-30,India,-0.19,61.35,191.3,8553.94,24.9,74.03,71.4,107.54
2024-12-01,India,5.27,51.33,369.21,7961.57,24.41,71.02,86.01,59.67
2024-12-02,India,5.27,89.45,205.13,6372.34,25.26,65.49,47.74,56.93
2024-12-03,India,5.27,57.58,265.3,7985.16,28.26,85.81,77.65,153.09
2024-12-04,India,5.27,74.29,53.17,7666.57,20.51,82.74,42.55,198.7
2024-12-05,India,5.27,62.69,366.14,3819.04,28.12,78.21,73.04,138.27
2024-12-06,India,5.27,33.65,131.2,1032.17,25.19,63.11,99.16,165.29
2024-12-07,India,5.27,69.98,129.8,3586.94,24.4,84.95,43.37,125.5
2024-12-08,India,5.27,63.44,383.58,7555.41,23.66,72.69,87.18,118.38
2024-12-09,India,5.27,32.44,360.96,3536.47,24.46,82.15,69.81,31.99
2024-12-10,India,5.27,79.41,115.03,3739.25,24.24,74.17,81.24,138.72
2024-12-11,India,5.27,42.57,212.29,5872.1,20.75,71.34,47.23,198.85
2024-12-12,India,5.27,74.05,307.18,7117.27,24.83,63.52,40.14,62.99
2024-12-13,India,5.27,63.3,234.35,5545.49,14.63,67.27,72.03,107.0
2024-12-14,India,5.27,78.25,272.66,2208.31,24.25,65.59,40.06,47.51
2024-12-15,India,5.27,40.85,61.32,7204.41,18.11,87.96,43.43,108.84
2024-12-16,India,5.27,82.61,125.84,4444.55,28.85,82.7,98.13,49.62
2024-12-17,India,5.27,37.12,138.12,1123.33,23.81,63.26,67.13,130.25
2024-12-18,India,5.27,68.76,488.18,5067.42,26.55,71.68,61.03,36.62
2024-12-19,India,5.27,67.72,57.3,2535.91,21.47,66.49,76.31,198.2
2024-12-20,India,5.27,63.83,80.44,7005.99,24.22,85.43,45.82,73.92
2024-12-21,India,5.27,86.57,341.55,2000.32,18.05,66.76,71.39,125.43
2024-12-22,India,5.27,77.87,237.98,1628.79,28.34,76.9,99.62,99.57
2024-12-23,India,5.27,45.99,85.55,3026.97,26.6,89.12,53.52,152.49
2024-12-24,India,5.27,83.66,241.04,5663.09,16.38,82.57,44.8,133.92
2024-12-25,India,5.27,31.31,458.97,2074.53,18.31,63.95,47.18,182.87
2024-12-26,India,5.27,85.07,289.87,6291.19,23.33,74.69,99.74,53.52
2024-12-27,India,5.27,53.95,347.89,5939.63,15.98,83.75,58.22,64.67
2024-12-28,India,5.27,77.92,441.68,2395.79,26.09,79.79,81.76,144.14
2024-12-29,India,5.27,83.63,333.77,3620.9,24.44,69.99,45.74,72.99
2024-12-30,India,5.27,54.65,469.64,3806.99,20.78,87.74,64.0,185.73
2024-12-31,India,5.27,62.47,467.69,7025.13,20.14,71.0,64.23,42.95
2020-01-01,China,22.67,69.96,674.21,4239.03,9.97,67.81,43.09,96.68
2020-01-02,China,21.81,36.62,80.92,7493.55,5.99,84.66,61.45,75.89
2020-01-03,China,21.83,55.74,359.8,1891.24,12.39,79.3,51.12,154.82
2020-01-04,China,21.89,45.6,704.86,3795.17,5.85,69.77,82.72,53.42
2020-01-05,China,19.89,32.8,162.49,6952.46,5.3,76.28,57.61,161.58
2020-01-06,China,22.62,80.46,299.09,7455.16,6.44,86.28,67.04,187.18
2020-01-07,China,20.86,53.35,281.31,2528.42,7.83,79.27,59.65,86.3
2020-01-08,China,21.07,87.11,458.29,10116.44,8.03,60.81,97.66,54.3
2020-01-09,China,22.97,69.77,567.28,9632.8,7.71,87.13,45.45,78.06
2020-01-10,China,20.01,60.59,585.1,6326.26,13.54,73.91,83.58,197.19
2020-01-11,China,21.32,51.14,416.69,11379.23,9.4,75.5,87.5,149.63
2020-01-12,China,21.13,76.5,388.95,6753.19,9.58,67.37,76.41,79.81
2020-01-13,China,21.94,59.5,742.58,5370.97,6.9,76.64,43.25,33.08
2020-01-14,China,21.05,48.52,749.49,10939.93,5.46,85.29,47.96,121.11
2020-01-15,China,23.05,41.39,189.65,3940.96,8.31,83.55,43.0,172.25
2020-01-16,China,20.01,45.18,531.31,10776.0,11.41,81.33,88.11,154.43
2020-01-17,China,22.34,71.06,394.8,3634.54,14.22,84.98,62.99,43.68
2020-01-18,China,21.9,87.38,680.47,11703.1,10.85,86.68,61.01,34.15
2020-01-19,China,21.16,55.24,355.58,1539.8,9.0,79.61,75.58,111.17
2020-01-20,China,20.99,40.79,365.38,5924.44,7.2,87.34,58.52,191.54
2020-01-21,China,20.25,78.15,120.07,5304.87,7.49,61.33,81.38,73.23
2020-01-22,China,23.2,51.5,607.3,6989.31,6.23,72.06,46.94,148.05
2020-01-23,China,21.53,30.21,114.25,11280.17,7.35,86.62,99.47,62.96
2020-01-24,China,23.11,58.63,127.74,1744.81,13.01,72.64,47.47,147.15
2020-01-25,China,20.12,78.09,334.21,9653.37,6.71,77.66,93.64,121.55
2020-01-26,China,22.52,42.84,724.09,10789.76,14.2,85.67,92.18,110.02
2020-01-27,China,20.88,32.69,523.09,10611.62,10.22,68.98,42.5,120.05
2020-01-28,China,19.94,72.02,665.64,11392.75,12.79,89.97,91.87,99.36
2020-01-29,China,22.19,40.19,423.06,4592.38,10.96,74.04,74.4,150.22
2020-01-30,China,22.26,65.76,132.79,6749.44,11.75,86.46,67.66,180.93
2020-01-31,China,21.66,80.66,88.38,7273.01,11.32,89.67,77.58,130.02
2020-02-01,China,22.94,75.72,299.63,6414.86,6.44,61.68,96.29,101.15
2020-02-02,China,28.57,41.09,645.76,2371.0,7.7,78.24,99.33,169.16
2020-02-03,China,28.31,41.63,466.28,10063.09,13.22,77.41,90.81,73.58
2020-02-04,China,26.43,85.0,358.62,14923.76,5.42,76.86,48.44,119.94
2020-02-05,China,26.03,34.07,817.61,11500.33,9.66,83.46,44.36,100.46
2020-02-06,China,25.68,85.48,705.32,13767.66,10.94,69.55,46.61,184.33
2020-02-07,China,26.83,85.84,499.92,13752.81,11.91,60.96,69.97,60.08
2020-02-08,China,25.05,57.87,420.4,9285.54,11.53,69.39,81.26,184.29
2020-02-09,China,23.11,85.88,459.44,14296.55,11.82,74.94,44.39,131.41
2020-02-10,China,28.76,89.41,715.68,7306.67,12.99,63.96,50.23,87.48
2020-02-11,China,26.1,60.44,634.61,8938.26,12.95,71.71,74.59,82.53
2020-02-12,China,24.57,51.87,194.18,2734.21,11.96,61.5,42.52,119.52
2020-02-13,China,27.81,59.73,820.7,2216.64,6.13,85.49,89.88,101.54
2020-02-14,China,28.22,49.99,749.11,12166.52,13.74,84.93,84.03,141.12
2020-02-15,China,27.06,53.5,774.92,1991.68,7.64,85.98,68.58,50.85
2020-02-16,China,24.31,46.62,143.39,13592.04,14.14,87.85,93.79,135.36
2020-02-17,China,23.99,83.03,356.8,13232.27,14.58,80.6,63.91,142.21
2020-02-18,China,27.51,47.76,304.55,2144.71,11.9,87.31,73.9,92.86
2020-02-19,China,24.43,47.19,243.88,6120.15,13.14,80.68,45.89,33.39
2020-02-20,China,23.54,55.17,303.32,11859.84,13.24,79.96,98.79,96.73
2020-02-21,China,26.42,86.34,161.54,12071.32,11.1,78.37,86.14,175.97
2020-02-22,China,26.53,34.21,691.9,7577.58,10.94,74.64,87.39,153.65
2020-02-23,China,25.35,52.37,905.69,5499.17,14.29,67.04,62.81,152.77
2020-02-24,China,24.89,49.73,539.69,8618.33,12.9,74.89,86.71,94.07
2020-02-25,China,24.17,59.77,795.86,1968.64,12.14,88.95,42.81,51.24
2020-02-26,China,23.83,86.62,309.79,6643.57,13.75,75.5,54.35,92.79
2020-02-27,China,26.61,74.36,193.35,7498.78,9.17,70.4,54.31,136.18
2020-02-28,China,24.79,68.88,365.54,13828.22,8.74,73.42,89.89,78.22
2020-02-29,China,24.7,51.85,146.89,7177.64,14.43,71.93,84.29,125.58
2020-03-01,China,27.11,51.83,190.86,8299.45,14.71,82.85,62.4,81.0
2020-03-02,China,27.52,43.37,498.74,3065.74,10.58,64.42,60.25,41.77
2020-03-03,China,25.72,53.07,969.69,6172.68,13.93,88.91,53.98,123.09
2020-03-04,China,29.34,46.21,609.4,12698.48,9.67,68.02,73.92,154.57
2020-03-05,China,30.41,57.27,122.34,9225.86,10.06,66.49,47.92,89.16
2020-03-06,China,26.55,78.47,907.47,4837.36,13.65,80.53,67.16,159.87
2020-03-07,China,28.33,46.89,384.19,7861.55,9.21,82.68,81.28,160.5
2020-03-08,China,27.53,70.28,900.23,11442.51,10.47,85.75,67.47,135.22
2020-03-09,China,29.0,31.03,577.94,2174.79,6.94,89.7,99.68,88.85
2020-03-10,China,26.42,60.68,479.34,3966.98,14.7,64.91,55.63,74.01
2020-03-11,China,30.3,41.41,565.23,10333.52,5.81,81.6,88.06,63.65
2020-03-12,China,27.54,77.08,472.52,15726.84,5.93,79.64,96.41,68.11
2020-03-13,China,27.54,30.83,983.1,5386.33,11.45,87.3,75.51,131.03
2020-03-14,China,25.69,47.87,133.25,2554.09,5.19,76.01,74.32,99.17
2020-03-15,China,27.94,75.17,861.52,6664.75,8.65,77.03,95.05,61.0
2020-03-16,China,29.99,70.45,316.57,8008.71,10.3,83.68,76.54,178.79
2020-03-17,China,26.84,34.95,218.4,15264.29,9.64,82.22,61.2,120.14
2020-03-18,China,27.54,48.87,720.95,13651.81,6.78,88.14,53.0,95.59
2020-03-19,China,29.31,75.07,802.95,15224.72,6.49,74.66,95.42,68.14
2020-03-20,China,27.96,64.48,357.17,9125.81,6.51,85.18,88.62,51.27
2020-03-21,China,25.91,43.52,856.47,4711.02,5.0,68.95,88.68,84.3
2020-03-22,China,26.15,40.49,120.62,15444.79,9.92,89.65,60.47,79.8
2020-03-23,China,26.16,69.08,976.31,14908.96,12.19,67.82,50.83,72.94
2020-03-24,China,26.95,85.33,988.89,13419.62,7.56,70.86,64.61,60.92
2020-03-25,China,30.35,71.19,598.41,12183.59,6.33,72.65,53.82,43.1
2020-03-26,China,30.34,88.8,512.4,5691.77,6.77,68.36,84.63,61.51
2020-03-27,China,26.21,67.75,724.15,8654.86,9.29,68.13,52.71,90.34
2020-03-28,China,30.19,83.07,735.18,10681.73,9.2,85.82,63.69,196.84
2020-03-29,China,27.9,52.35,695.78,5371.57,13.33,61.2,71.86,54.52
2020-03-30,China,29.8,72.96,209.96,6943.54,13.35,76.41,74.48,188.95
2020-03-31,China,26.96,76.53,456.15,12781.1,8.66,81.37,55.14,147.31
2020-04-01,China,27.46,72.43,381.37,11747.42,6.05,77.71,81.53,90.22
2020-04-02,China,27.05,37.69,397.03,3339.26,13.5,81.55,78.38,46.13
2020-04-03,China,25.83,84.73,267.34,11469.75,11.12,84.98,78.22,122.86
2020-04-04,China,23.36,88.17,398.87,13505.86,6.04,71.92,53.16,90.87
2020-04-05,China,24.67,37.59,895.05,2690.58,14.86,71.37,52.88,176.33
2020-04-06,China,27.53,51.21,272.98,11457.66,7.7,75.41,77.18,38.44
2020-04-07,China,27.77,52.2,270.54,9601.79,6.54,60.9,80.36,136.46
2020-04-08,China,26.09,74.9,434.17,10225.97,8.37,66.09,46.44,80.24
2020-04-09,China,28.72,67.59,544.99,13916.89,9.76,82.57,64.92,113.35
2020-04-10,China,27.52,59.89,477.54,14613.55,11.32,67.61,52.54,182.84
2020-04-11,China,23.2,63.5,814.52,2710.55,13.68,80.26,71.04,174.5
2020-04-12,China,26.04,60.44,715.59,12006.51,8.58,73.29,42.48,37.97
2020-04-13,China,23.05,68.32,163.52,7003.8,9.72,62.0,45.61,43.65
2020-04-14,China,23.31,54.91,593.74,8603.85,9.33,66.62,69.95,151.56
2020-04-15,China,24.96,32.97,729.74,1904.12,5.08,63.61,93.68,171.57
2020-04-16,China,26.33,52.36,161.21,7891.37,5.89,66.02,95.4,30.44
2020-04-17,China,23.01,36.83,566.12,4117.08,8.11,75.41,83.95,147.61
2020-04-18,China,22.97,47.37,411.86,12498.2,13.83,68.51,96.26,105.91
2020-04-19,China,26.14,82.08,136.35,4677.39,7.01,73.54,69.74,89.76
2020-04-20,China,23.44,68.55,720.56,7103.31,13.11,76.28,61.79,59.29
2020-04-21,China,24.96,30.25,350.47,7563.6,5.02,87.32,80.53,45.26
2020-04-22,China,27.13,50.37,338.3,4875.55,8.2,78.83,75.0,182.42
2020-04-23,China,27.2,57.83,355.24,5575.17,7.47,77.51,94.04,56.78
2020-04-24,China,24.0,65.09,377.96,2497.1,12.69,71.55,97.63,114.7
2020-04-25,China,23.43,39.57,546.64,5034.27,5.78,64.04,99.48,187.62
2020-04-26,China,27.52,72.99,833.65,10516.99,9.46,63.6,87.5,121.86
2020-04-27,China,24.32,44.56,886.93,4285.39,9.37,89.16,43.57,42.2
2020-04-28,China,25.24,73.6,614.19,11165.04,11.96,85.09,73.84,64.89
2020-04-29,China,25.45,84.78,560.66,8491.25,13.45,78.25,45.31,80.61
2020-04-30,China,26.49,56.99,700.91,2089.29,8.61,63.01,61.78,111.87
2020-05-01,China,21.33,78.82,507.01,8605.5,6.36,67.99,81.49,122.01
2020-05-02,China,22.48,46.91,310.89,5216.7,5.94,65.35,52.4,50.61
2020-05-03,China,20.76,64.96,690.26,10247.04,14.59,82.88,51.07,137.43
2020-05-04,China,21.06,83.72,490.21,7696.38,5.67,79.06,58.2,179.65
2020-05-05,China,22.64,56.62,471.05,11830.09,8.57,85.08,40.88,43.97
2020-05-06,China,20.36,59.79,728.3,5538.93,5.56,66.48,96.48,62.38
2020-05-07,China,22.32,58.91,196.05,5175.31,5.21,85.34,56.66,159.2
2020-05-08,China,23.0,45.22,293.72,9056.75,8.42,62.27,50.94,83.46
